image_path,label,domain,metadata_path
diseases/plant/tomato_spider_mites_two_spotted_spider_mite/images/1bbcbd22-5959-4ae4-a044-85f81a1a02dd___Com.G_SpM_FL 9319.JPG,tomato_spider_mites_two_spotted_spider_mite,plant,diseases/plant/tomato_spider_mites_two_spotted_spider_mite/info.json
diseases/plant/tomato_spider_mites_two_spotted_spider_mite/images/1dde88ff-2897-4181-834f-e3629e3cd12c___Com.G_SpM_FL 9560.JPG,tomato_spider_mites_two_spotted_spider_mite,plant,diseases/plant/tomato_spider_mites_two_spotted_spider_mite/info.json
diseases/plant/tomato_spider_mites_two_spotted_spider_mite/images/1b9607e3-1eec-4a0f-876b-f7923515b7e6___Com.G_SpM_FL 9288.JPG,tomato_spider_mites_two_spotted_spider_mite,plant,diseases/plant/tomato_spider_mites_two_spotted_spider_mite/info.json
diseases/plant/tomato_spider_mites_two_spotted_spider_mite/images/1dac8b31-ebbc-4ff5-965c-19f58c368e9e___Com.G_SpM_FL 8843.JPG,tomato_spider_mites_two_spotted_spider_mite,plant,diseases/plant/tomato_spider_mites_two_spotted_spider_mite/info.json
diseases/plant/tomato_spider_mites_two_spotted_spider_mite/images/0e74fa9e-a63f-46b3-a976-46510e7fdfba___Com.G_SpM_FL 8579.JPG,tomato_spider_mites_two_spotted_spider_mite,plant,diseases/plant/tomato_spider_mites_two_spotted_spider_mite/info.json
diseases/plant/tomato_spider_mites_two_spotted_spider_mite/images/1dd207c1-1fbe-454a-b63f-8051bb26aea8___Com.G_SpM_FL 1161.JPG,tomato_spider_mites_two_spotted_spider_mite,plant,diseases/plant/tomato_spider_mites_two_spotted_spider_mite/info.json
diseases/plant/tomato_spider_mites_two_spotted_spider_mite/images/0a167675-0317-4105-b885-b707b6ea52cf___Com.G_SpM_FL 9327.JPG,tomato_spider_mites_two_spotted_spider_mite,plant,diseases/plant/tomato_spider_mites_two_spotted_spider_mite/info.json
diseases/plant/tomato_spider_mites_two_spotted_spider_mite/images/0d831ad9-bc2a-4168-bbf2-6030f3f886f2___Com.G_SpM_FL 9419.JPG,tomato_spider_mites_two_spotted_spider_mite,plant,diseases/plant/tomato_spider_mites_two_spotted_spider_mite/info.json
diseases/plant/tomato_spider_mites_two_spotted_spider_mite/images/0f1049cd-1fb5-4792-9b41-8544ee1c18a7___Com.G_SpM_FL 1726.JPG,tomato_spider_mites_two_spotted_spider_mite,plant,diseases/plant/tomato_spider_mites_two_spotted_spider_mite/info.json
diseases/plant/tomato_spider_mites_two_spotted_spider_mite/images/1e0febc9-f544-45bb-9a39-69722d288393___Com.G_SpM_FL 1578.JPG,tomato_spider_mites_two_spotted_spider_mite,plant,diseases/plant/tomato_spider_mites_two_spotted_spider_mite/info.json
diseases/plant/tomato_spider_mites_two_spotted_spider_mite/images/0f514b75-2c74-4075-b9c7-5d469ab292ba___Com.G_SpM_FL 1205.JPG,tomato_spider_mites_two_spotted_spider_mite,plant,diseases/plant/tomato_spider_mites_two_spotted_spider_mite/info.json
diseases/plant/tomato_spider_mites_two_spotted_spider_mite/images/1e09bb35-ef0d-4efb-b3eb-320a976a5e13___Com.G_SpM_FL 1529.JPG,tomato_spider_mites_two_spotted_spider_mite,plant,diseases/plant/tomato_spider_mites_two_spotted_spider_mite/info.json
diseases/plant/tomato_spider_mites_two_spotted_spider_mite/images/1d1c9133-33c7-476d-a358-8699d5de8e1d___Com.G_SpM_FL 8915.JPG,tomato_spider_mites_two_spotted_spider_mite,plant,diseases/plant/tomato_spider_mites_two_spotted_spider_mite/info.json
diseases/plant/tomato_spider_mites_two_spotted_spider_mite/images/0a1c03ea-1a2d-449e-bcc4-4a8b62febf88___Com.G_SpM_FL 9433.JPG,tomato_spider_mites_two_spotted_spider_mite,plant,diseases/plant/tomato_spider_mites_two_spotted_spider_mite/info.json
diseases/plant/tomato_spider_mites_two_spotted_spider_mite/images/0b437fa8-c1c8-45f4-b608-bdc6f7e09f84___Com.G_SpM_FL 1137.JPG,tomato_spider_mites_two_spotted_spider_mite,plant,diseases/plant/tomato_spider_mites_two_spotted_spider_mite/info.json
diseases/plant/tomato_spider_mites_two_spotted_spider_mite/images/0ac9558f-1e02-4498-9584-887627587bc0___Com.G_SpM_FL 1148.JPG,tomato_spider_mites_two_spotted_spider_mite,plant,diseases/plant/tomato_spider_mites_two_spotted_spider_mite/info.json
diseases/plant/tomato_spider_mites_two_spotted_spider_mite/images/Tomato_Spider_mites_Two_spotted_spider_mite.JPG,tomato_spider_mites_two_spotted_spider_mite,plant,diseases/plant/tomato_spider_mites_two_spotted_spider_mite/info.json
diseases/plant/tomato_spider_mites_two_spotted_spider_mite/images/1b51a575-adbd-406b-8371-754b6009e7fb___Com.G_SpM_FL 1769.JPG,tomato_spider_mites_two_spotted_spider_mite,plant,diseases/plant/tomato_spider_mites_two_spotted_spider_mite/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0a68a294-30d1-4422-ab7e-a1909ec277f7___JR_Sept.L.S 8443.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0cba2d69-c73b-472b-9fc1-beca9b3f02a0___JR_Sept.L.S 8369.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0bbf4db7-38a1-4d5c-8fd7-503e9f37ef8f___Matt.S_CG 7848.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0a95b5b7-7bfb-4201-9320-dae33498081a___JR_Sept.L.S 2482.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0cff7307-2103-4aaf-b2af-899221b15e34___Matt.S_CG 7756.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0bcb24a9-bf45-4008-b9df-1c729f977b17___Matt.S_CG 7835.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0d1d305a-e4d1-4037-b0bd-1276c5200488___Matt.S_CG 1542.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0aa486df-97b6-4764-89a9-d193e16aabbb___Keller.St_CG 1931.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0b23b869-cfa6-40d7-a683-f4637d91ebff___Matt.S_CG 1286.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0c4935b6-8f13-4148-b5e6-19404d49fc78___Matt.S_CG 2733.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0ca7ed02-4540-47df-b01d-194b23226a2d___Matt.S_CG 1733.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0c48052c-232b-4ea7-b77d-322f5f642612___Matt.S_CG 7724.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0b4886e5-a065-44c1-aa19-bd166922d3de___JR_Sept.L.S 8498.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0ea8a7c0-74f4-404b-81f4-233e501dab60___Matt.S_CG 6731.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/Tomato_Septoria_leaf_spot.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0a70601b-8511-4a56-9562-c95c46372874___Matt.S_CG 1032.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0a5edec2-e297-4a25-86fc-78f03772c100___JR_Sept.L.S 8468.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0d1ab917-ea01-43d7-8a63-232bffcfbb08___Keller.St_CG 1769.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0af9f990-ad92-4411-8623-4498ca4805ce___Keller.St_CG 1942.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0b36c5a2-6c9f-40d9-af4b-d4b0e66997da___Matt.S_CG 6653.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0c1aa7e5-a820-4fb8-8bc2-623a6056e749___JR_Sept.L.S 2659.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0d12d6ee-bc90-413e-8638-e476cd8ba8ee___Keller.St_CG 1840.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0a146952-538a-41e5-a422-b5d50e91771e___Matt.S_CG 6079.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0a76257e-6a78-459b-8f51-a266805121eb___Matt.S_CG 2527.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0a25f893-1b5f-4845-baa1-f68ac03d96ac___Matt.S_CG 7863.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0ab271a7-765e-4675-8bfc-e249c0c86fdd___Keller.St_CG 1778.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0d8187e2-00e2-40e7-b1a5-c94db561057c___JR_Sept.L.S 8439.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0b6a9374-858d-49ce-8a94-ab57c957718c___Matt.S_CG 2488.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0d60ecc0-bb8e-4c07-9ad7-5e78aed53b1c___Matt.S_CG 6645.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_septoria_leaf_spot/images/0c8fd2f4-9c26-4e6d-90b5-fae10602579c___Matt.S_CG 1072.JPG,tomato_septoria_leaf_spot,plant,diseases/plant/tomato_septoria_leaf_spot/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/2e03280e-123a-4231-a73a-652c57338137___PSU_CG 2053.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/0a7cc59f-b2b0-4201-9c4a-d91eca5c03a3___PSU_CG 2230.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/2df35be7-ba8c-4ff6-a608-f7c481c59ede___PSU_CG 2202.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/3d028390-f367-423b-b0f7-a44e2cac2393___PSU_CG 2205.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/000ec6ea-9063-4c33-8abe-d58ca8a88878___PSU_CG 2169.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/0fefaaee-79e4-45a6-8606-5a4ab1ea43a2___PSU_CG 2398.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/1b9dc07a-40ab-45bc-a873-1ad4212e35a3___PSU_CG 2289.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/0ce34f26-3bd6-420e-ba31-0373b465f267___PSU_CG 2099.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/4a76c13f-3e28-4849-81ef-4cdd6cdcccf4___PSU_CG 2171.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/0c05f5bb-e38d-422f-8b1c-632d8c0d730c___PSU_CG 2133.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/2f8c596f-15d8-4524-b527-8617329c1819___PSU_CG 2146.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/3b990211-ec63-4cb4-a502-ca99b4764dfb___PSU_CG 2126.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/2d053972-2f30-414c-9de9-e37c98e44648___PSU_CG 2104.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/4e35d3db-e33d-493d-80f2-6a3fdce77959___PSU_CG 2135.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/1cee26b4-0ba1-4371-8c7e-c641e6ca311d___PSU_CG 2283.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/5ab64087-b61c-48b9-9db7-5c6ce3eeefcd___PSU_CG 2299.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/0a91f50b-1263-4b2c-a8c1-f2a6025b82f3___PSU_CG 2136.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/4ab92098-cb26-40ef-b145-fbd1cdde9bd5___PSU_CG 2392.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/2d981dde-7e7f-4486-ae83-cdb9b28c7904___PSU_CG 2258.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/5b9b782e-cabd-447c-b690-4b8a29bf7f7e___PSU_CG 2231.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/2f240e5e-cbb9-406a-98aa-12028411429c___PSU_CG 2123.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/4c518a8d-6ecc-45c2-b14c-f610a400c950___PSU_CG 2370.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/01b32f27-2b9b-4961-805b-8066bf4d90f1___PSU_CG 2417.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/3ecbb7b8-ad66-4944-886e-de2ae2c2c35e___PSU_CG 2095.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/0fcf9c2a-5c8c-4f37-aa43-6fd41d5e5442___PSU_CG 2055.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/02cb8c4e-4542-4020-bb46-025de54d97ae___PSU_CG 2098.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/03b6acc7-41a6-4670-b47c-bef6d4baea18___PSU_CG 2363.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/0c676b36-7985-42e8-b550-83e2b1c55535___PSU_CG 2177.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/0bf3eb4c-e2cd-4e72-8834-4fc045bd67ae___PSU_CG 2414.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/2bd56a9c-3dec-41f7-ab7a-403670ea0462___PSU_CG 2346.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/Tomato__Tomato_mosaic_virus.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/3f2e59c8-d048-4995-adc0-a9a758044b8d___PSU_CG 2206.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/0dae2780-43e7-40ac-ae45-95e5318c8f32___PSU_CG 2290.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/3b0a3f5d-ff2c-4c7b-a8b9-71d8daa6dd4f___PSU_CG 2097.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/3a99961c-cc66-44a9-b2c7-4d5a0714e839___PSU_CG 2162.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/5a006502-4484-463c-8ed3-48d61e803520___PSU_CG 2388.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/1f675039-385d-4438-b157-db0c95673580___PSU_CG 2100.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/2fa22081-5533-4b18-9a8f-671f210db37e___PSU_CG 2092.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/1ccfd473-6b3d-47a9-897b-0653d7683d75___PSU_CG 2163.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/0b5e2269-7b37-43ac-9a96-c62b9bba2383___PSU_CG 2243.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/0c779116-043c-4715-b080-16be2e8d2552___PSU_CG 2285.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/05a31ee3-d097-4e32-a1fe-ef11f84ff374___PSU_CG 2149.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/00c07a77-15e6-4815-92d4-8d1e1afb7f3c___PSU_CG 2052.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/1ae794c7-287b-4a16-9cff-2fa11545eb00___PSU_CG 2102.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/0f47e5f6-7271-45c8-8364-e962dedd83c9___PSU_CG 2148.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/0befa341-0db3-49f4-b4fc-beeb05854bff___PSU_CG 2338.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/0e56889c-7e80-49f3-8da3-3a437244e8fd___PSU_CG 2140.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/4ab5b752-6622-42f2-8743-fa9c9b03e137___PSU_CG 2120.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/2ffd2426-1463-48aa-a3bb-622ece568219___PSU_CG 2137.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/0d9accf3-1285-4356-b69b-2ae132c5f145___PSU_CG 2337.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/2afd76a3-68f8-42cf-a68a-2f3076168dc0___PSU_CG 2260.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/tomato_tomato_mosaic_virus/images/3cb6ee9b-8550-4216-bde5-814807add4e5___PSU_CG 2395.JPG,tomato_tomato_mosaic_virus,plant,diseases/plant/tomato_tomato_mosaic_virus/info.json
diseases/plant/pepper_bell_bacterial_spot/images/1cce64aa-6f9f-4ce1-b319-dbc4a012b240___JR_B.Spot 8998.JPG,pepper_bell_bacterial_spot,plant,diseases/plant/pepper_bell_bacterial_spot/info.json
diseases/plant/pepper_bell_bacterial_spot/images/0abffc81-6be8-4b17-a83c-4d2830e30382___JR_B.Spot 9076.JPG,pepper_bell_bacterial_spot,plant,diseases/plant/pepper_bell_bacterial_spot/info.json
diseases/plant/pepper_bell_bacterial_spot/images/00f2e69a-1e56-412d-8a79-fdce794a17e4___JR_B.Spot 3132.JPG,pepper_bell_bacterial_spot,plant,diseases/plant/pepper_bell_bacterial_spot/info.json
diseases/plant/pepper_bell_bacterial_spot/images/0fdb66e8-b17d-42c2-bc6d-30dcfab8fcae___JR_B.Spot 9058.JPG,pepper_bell_bacterial_spot,plant,diseases/plant/pepper_bell_bacterial_spot/info.json
diseases/plant/pepper_bell_bacterial_spot/images/0c99cb45-b4e0-4ade-bba5-fab3b678f0bb___JR_B.Spot 8912.JPG,pepper_bell_bacterial_spot,plant,diseases/plant/pepper_bell_bacterial_spot/info.json
diseases/plant/pepper_bell_bacterial_spot/images/0d2635e7-df23-4ceb-b3ba-3af50bb58357___NREC_B.Spot 1874.JPG,pepper_bell_bacterial_spot,plant,diseases/plant/pepper_bell_bacterial_spot/info.json
diseases/plant/pepper_bell_bacterial_spot/images/0a9cfb27-280e-475a-bbb4-8eeaeff38b8c___NREC_B.Spot 9177.JPG,pepper_bell_bacterial_spot,plant,diseases/plant/pepper_bell_bacterial_spot/info.json
diseases/plant/pepper_bell_bacterial_spot/images/0fcbdf76-fcc4-4271-986a-9466a784d404___JR_B.Spot 3374.JPG,pepper_bell_bacterial_spot,plant,diseases/plant/pepper_bell_bacterial_spot/info.json
diseases/plant/pepper_bell_bacterial_spot/images/1ade72cf-f7e0-4282-92d9-614bf05289a0___NREC_B.Spot 1975.JPG,pepper_bell_bacterial_spot,plant,diseases/plant/pepper_bell_bacterial_spot/info.json
diseases/plant/pepper_bell_bacterial_spot/images/0b47ce18-7cfe-45e8-b21e-b83cb6282455___JR_B.Spot 3162.JPG,pepper_bell_bacterial_spot,plant,diseases/plant/pepper_bell_bacterial_spot/info.json
diseases/plant/pepper_bell_bacterial_spot/images/0f72db9c-d635-4415-9781-68937328aed2___NREC_B.Spot 9188.JPG,pepper_bell_bacterial_spot,plant,diseases/plant/pepper_bell_bacterial_spot/info.json
diseases/plant/pepper_bell_bacterial_spot/images/0d8445ac-6333-42b0-bf32-950a2dd83908___NREC_B.Spot 1862.JPG,pepper_bell_bacterial_spot,plant,diseases/plant/pepper_bell_bacterial_spot/info.json
diseases/plant/pepper_bell_bacterial_spot/images/1b8d3e98-43d9-441d-93ef-a359e6e9ddc2___NREC_B.Spot 9052.JPG,pepper_bell_bacterial_spot,plant,diseases/plant/pepper_bell_bacterial_spot/info.json
diseases/plant/pepper_bell_bacterial_spot/images/0a0dbf1f-1131-496f-b337-169ec6693e6f___NREC_B.Spot 9241.JPG,pepper_bell_bacterial_spot,plant,diseases/plant/pepper_bell_bacterial_spot/info.json
diseases/plant/pepper_bell_bacterial_spot/images/1cb295da-e568-4168-a29c-48ab980f3772___NREC_B.Spot 9250.JPG,pepper_bell_bacterial_spot,plant,diseases/plant/pepper_bell_bacterial_spot/info.json
diseases/plant/pepper_bell_bacterial_spot/images/1a1af0c4-9e4a-4158-b982-f81d487a3b68___NREC_B.Spot 9148.JPG,pepper_bell_bacterial_spot,plant,diseases/plant/pepper_bell_bacterial_spot/info.json
diseases/plant/pepper_bell_bacterial_spot/images/0f2b941b-cce2-46e1-a6e3-6924604e9926___NREC_B.Spot 9073.JPG,pepper_bell_bacterial_spot,plant,diseases/plant/pepper_bell_bacterial_spot/info.json
diseases/plant/pepper_bell_bacterial_spot/images/0e57b44f-bb06-43ec-8688-5a7985b461e7___JR_B.Spot 8970.JPG,pepper_bell_bacterial_spot,plant,diseases/plant/pepper_bell_bacterial_spot/info.json
diseases/plant/pepper_bell_bacterial_spot/images/0efa6329-22f4-4bf0-a67a-17b0d5e4d2f2___NREC_B.Spot 9145.JPG,pepper_bell_bacterial_spot,plant,diseases/plant/pepper_bell_bacterial_spot/info.json
diseases/plant/pepper_bell_bacterial_spot/images/0b27c03f-b3bc-4d96-9b76-6fbd779404b9___NREC_B.Spot 1799.JPG,pepper_bell_bacterial_spot,plant,diseases/plant/pepper_bell_bacterial_spot/info.json
diseases/plant/pepper_bell_bacterial_spot/images/0d524d59-fb02-481b-9034-64f1de0da914___NREC_B.Spot 9060.JPG,pepper_bell_bacterial_spot,plant,diseases/plant/pepper_bell_bacterial_spot/info.json
